Var1,Var2,Var3,Var4,Var5,Var6
100931.285025436,100811.405154107,98107.643689528,91986.4225081754,83708.6999755914,78164.2441458969
0,0.118773749188471,2.79758781947169,8.86232897461506,17.0636736127002,22.5569711847039
